"N1","N2","POS1","POS2","Freq"
"水","石けん","名詞-名詞","一般-一般",1
"水","電子","名詞-名詞","一般-一般",1
"水","必要","名詞-名詞","一般-形容動詞語幹",1
"水","令","名詞-名詞","一般-一般",1
"水質","変わる","名詞-動詞","一般-自立",1
"水準","ある","名詞-動詞","一般-自立",1
"水準","よう","名詞-名詞","一般-非自立",1
"水準","機能","名詞-名詞","一般-サ変接続",1
"水準","教育","名詞-名詞","一般-サ変接続",1
"水準","低い","名詞-形容詞","一般-自立",1
"水準","物質","名詞-名詞","一般-一般",1
"水準","謳う","名詞-動詞","一般-自立",1
"水分","補給","名詞-名詞","一般-サ変接続",1
"水木","しげる","名詞-名詞","固有名詞-固有名詞",1
"水揚げ","する","名詞-動詞","一般-自立",1
"水曜日","NPO","名詞-名詞","副詞可能-一般",1
"炊き込む","ご飯","動詞-名詞","自立-一般",1
"睡眠","こと","名詞-名詞","サ変接続-非自立",1
"睡眠","とる","名詞-動詞","サ変接続-自立",1
"睡眠","研究","名詞-名詞","サ変接続-サ変接続",1
"睡眠","十分","名詞-名詞","サ変接続-形容動詞語幹",1
"睡眠","中","名詞-名詞","サ変接続-接尾",1
"睡眠","認知","名詞-名詞","サ変接続-サ変接続",1
"睡眠","分泌","名詞-名詞","サ変接続-サ変接続",1
"衰退","可視","名詞-名詞","サ変接続-一般",1
"衰退","街","名詞-名詞","サ変接続-一般",1
"衰退","言う","名詞-動詞","サ変接続-自立",1
"衰退","止まる","名詞-動詞","サ変接続-自立",1
"衰退","創造","名詞-名詞","サ変接続-サ変接続",1
"衰退","予想","名詞-名詞","サ変接続-サ変接続",1
"遂げる","学校","動詞-名詞","自立-一般",1
"遂げる","経済","動詞-名詞","自立-一般",1
"遂げる","現在","動詞-名詞","自立-副詞可能",1
"随一","規模","名詞-名詞","一般-一般",1
"随時","更新","名詞-名詞","副詞可能-サ変接続",1
"随時","行う","名詞-動詞","副詞可能-自立",1
"瑞","風","名詞-名詞","一般-接尾",1
"数","179","名詞-名詞","一般-数",1
"数","2","名詞-名詞","接尾-数",1
"数","200","名詞-名詞","接尾-数",1
"数","2700","名詞-名詞","接尾-数",1
"数","4","名詞-名詞","接尾-数",1
"数","=","名詞-名詞","数-サ変接続",1
"数","V","名詞-名詞","接尾-一般",1
"数","line","名詞-名詞","接尾-固有名詞",1
"数","ある","名詞-動詞","一般-自立",1
"数","なる","名詞-動詞","接尾-自立",1
"数","イベント","名詞-名詞","接尾-一般",1
"数","ジャンル","名詞-名詞","接尾-一般",1
"数","データ","名詞-名詞","一般-一般",1
"数","マスク","名詞-名詞","接尾-一般",1
"数","一","名詞-名詞","接尾-数",1
"数","基準","名詞-名詞","接尾-一般",1
"数","急激","名詞-名詞","接尾-形容動詞語幹",1
"数","強い","名詞-形容詞","接尾-自立",1
"数","県","名詞-名詞","一般-一般",1
"数","減らす","名詞-動詞","一般-自立",1
"数","減る","名詞-動詞","一般-自立",1
"数","減少","名詞-名詞","一般-サ変接続",1
"数","限り","名詞-名詞","一般-ナイ形容詞語幹",1
"数","限り","名詞-名詞","接尾-ナイ形容詞語幹",1
"数","高い","名詞-形容詞","接尾-自立",1
"数","今","名詞-名詞","一般-副詞可能",1
"数","今回","名詞-名詞","接尾-副詞可能",1
"数","差","名詞-名詞","接尾-一般",1
"数","事業","名詞-名詞","一般-一般",1
"数","十","名詞-名詞","数-数",1
"数","宿泊","名詞-名詞","数-サ変接続",1
"数","少ない","名詞-形容詞","接尾-自立",1
"数","消費","名詞-名詞","接尾-サ変接続",1
"数","上回る","名詞-動詞","一般-自立",1
"数","深刻","名詞-名詞","一般-形容動詞語幹",1
"数","数","名詞-名詞","接尾-一般",1
"数","正式","名詞-名詞","一般-形容動詞語幹",1
"数","千","名詞-名詞","一般-数",1
"数","増える","名詞-動詞","一般-自立",1
"数","増える","名詞-動詞","接尾-自立",1
"数","増加","名詞-名詞","接尾-サ変接続",1
"数","続く","名詞-動詞","接尾-自立",1
"数","多く","名詞-名詞","数-副詞可能",1
"数","大きい","名詞-形容詞","一般-自立",1
"数","中","名詞-名詞","接尾-非自立",1
"数","滴","名詞-名詞","数-接尾",1
"数","都市","名詞-名詞","一般-一般",1
"数","働き手","名詞-名詞","接尾-一般",1
"数","日間","名詞-名詞","数-接尾",1
"数","発生","名詞-名詞","接尾-サ変接続",1
"数","平均","名詞-名詞","一般-サ変接続",1
"数","平成","名詞-名詞","接尾-固有名詞",1
"数","名","名詞-名詞","数-接尾",1
"数","問題","名詞-名詞","接尾-ナイ形容詞語幹",1
"数","予約","名詞-名詞","数-サ変接続",1
"数","予約","名詞-名詞","接尾-サ変接続",1
"数","両手","名詞-名詞","一般-一般",1
"数々","ベンチャー","名詞-名詞","副詞可能-一般",1
"数々","実績","名詞-名詞","副詞可能-一般",1
"数々","受賞","名詞-名詞","副詞可能-サ変接続",1
"数々","世界","名詞-名詞","副詞可能-一般",1
"数える","きれる","動詞-動詞","自立-非自立",1
"数える","られる","動詞-動詞","自立-接尾",1
"数学","教員","名詞-名詞","一般-一般",1
"数学","根本","名詞-名詞","一般-一般",1
"数学","積分","名詞-名詞","一般-サ変接続",1
"数学","日常","名詞-名詞","一般-一般",1
"数学","養う","名詞-動詞","一般-自立",1
"数学","力","名詞-名詞","一般-一般",1
"数字","なる","名詞-動詞","一般-自立",1
"数字","以外","名詞-名詞","一般-非自立",1
"数字","一","名詞-名詞","一般-数",1
"数字","改善","名詞-名詞","一般-サ変接続",1
"数字","関係","名詞-名詞","一般-サ変接続",1
"数字","見る","名詞-動詞","一般-自立",1
"数字","行政","名詞-名詞","一般-一般",1
"数字","多い","名詞-形容詞","一般-自立",1
"数字","定性","名詞-名詞","一般-一般",1
"数字","比較","名詞-名詞","一般-サ変接続",1
"数字","並ぶ","名詞-動詞","一般-自立",1
"数式","共感","名詞-名詞","一般-サ変接続",1
"数多い","取り扱う","形容詞-動詞","自立-自立",1
"数多い","取り揃える","形容詞-動詞","自立-自立",1
"数多い","紹介","形容詞-名詞","自立-サ変接続",1
"数多い","存在","形容詞-名詞","自立-サ変接続",1
"数値","-","名詞-名詞","一般-サ変接続",1
"数値","する","名詞-動詞","一般-自立",1
"数値","ため","名詞-名詞","一般-非自立",1
"数値","データ","名詞-名詞","一般-一般",1
"数値","誤差","名詞-名詞","一般-一般",1
"数値","高い","名詞-形容詞","一般-自立",1
"数値","新型","名詞-名詞","一般-一般",1
"数値","世界","名詞-名詞","一般-一般",1
"数値","先","名詞-名詞","一般-一般",1
"数値","中国","名詞-名詞","一般-固有名詞",1
"数値","鳥取","名詞-名詞","一般-固有名詞",1
"数値","平成","名詞-名詞","一般-固有名詞",1
"数値","戻る","名詞-動詞","一般-自立",1
"数量","売上","名詞-名詞","一般-一般",1
"寸前","島","名詞-名詞","一般-一般",1
"寸断","する","名詞-動詞","サ変接続-自立",1
"世の中","ない","名詞-形容詞","一般-自立",1
"世の中","広まる","名詞-動詞","一般-自立",1
"世の中","自ら","名詞-名詞","一般-副詞可能",1
"世の中","生きる","名詞-動詞","一般-自立",1
"世の中","認める","名詞-動詞","一般-自立",1
"世界","2","名詞-名詞","一般-数",1
"世界","20","名詞-名詞","一般-数",1
"世界","3","名詞-名詞","一般-数",1
"世界","GDP","名詞-名詞","一般-一般",1
"世界","RTP","名詞-名詞","一般-固有名詞",1
"世界","With","名詞-名詞","一般-固有名詞",1
"世界","２","名詞-名詞","一般-数",1
"世界","おもちゃ","名詞-名詞","一般-一般",1
"世界","お互い","名詞-名詞","一般-一般",1
"世界","これ","名詞-名詞","一般-代名詞",1
"世界","つなぐ","名詞-動詞","一般-自立",1
"世界","とどまる","名詞-動詞","一般-自立",1
"世界","みんな","名詞-名詞","一般-代名詞",1
"世界","もたらす","名詞-動詞","一般-自立",1
"世界","インターネット","名詞-名詞","一般-一般",1
"世界","ジオパーク","名詞-名詞","一般-一般",1
"世界","トップ","名詞-名詞","一般-一般",1
"世界","レベル","名詞-名詞","一般-一般",1
"世界","一","名詞-名詞","一般-数",1
"世界","一緒","名詞-名詞","一般-サ変接続",1
"世界","過去","名詞-名詞","一般-副詞可能",1
"世界","貝","名詞-名詞","一般-一般",1
"世界","外国","名詞-名詞","一般-一般",1
"世界","各国","名詞-名詞","一般-一般",1
"世界","観光","名詞-名詞","一般-サ変接続",1
"世界","企業","名詞-名詞","一般-一般",1
"世界","起きる","名詞-動詞","一般-自立",1
"世界","形作る","名詞-動詞","一般-自立",1
"世界","見え","名詞-名詞","一般-一般",1
"世界","向ける","名詞-動詞","一般-自立",1
"世界","広がる","名詞-動詞","一般-自立",1
"世界","差","名詞-名詞","一般-一般",1
"世界","最高","名詞-名詞","一般-一般",1
"世界","市場","名詞-名詞","一般-一般",1
"世界","出会う","名詞-動詞","一般-自立",1
"世界","初","名詞-名詞","一般-接尾",1
"世界","助け","名詞-名詞","一般-一般",1
"世界","情報","名詞-名詞","一般-一般",1
"世界","人","名詞-名詞","一般-一般",1
"世界","線","名詞-名詞","一般-接尾",1
"世界","全体","名詞-名詞","一般-副詞可能",1
"世界","組織","名詞-名詞","一般-サ変接続",1
"世界","地方","名詞-名詞","一般-一般",1
"世界","追いつく","名詞-動詞","一般-自立",1
"世界","土台","名詞-名詞","一般-一般",1
"世界","日本","名詞-名詞","一般-固有名詞",1
"世界","物語","名詞-名詞","一般-一般",1
"世界","閉じこもる","名詞-動詞","一般-自立",1
"世界","目","名詞-名詞","一般-一般",1
"世界","裸","名詞-名詞","一般-一般",1
"世界","旅行","名詞-名詞","一般-サ変接続",1
"世界一","なれる","名詞-動詞","副詞可能-自立",1
"世界一","簡単","名詞-名詞","副詞可能-形容動詞語幹",1
"世界一","予約","名詞-名詞","副詞可能-サ変接続",1
"世界中","つながる","名詞-動詞","一般-自立",1
"世界中","誇れる","名詞-動詞","一般-自立",1
"世界中","広まる","名詞-動詞","一般-自立",1
"世界中","行う","名詞-動詞","一般-自立",1
"世界中","席巻","名詞-名詞","一般-サ変接続",1
"世界中","猛威","名詞-名詞","一般-一般",1
"世界中","旅","名詞-名詞","一般-サ変接続",1
"世界中","良い","名詞-形容詞","一般-自立",1
"世間","知る","名詞-動詞","一般-自立",1
"世間","評判","名詞-名詞","一般-一般",1
"世紀","2020","名詞-名詞","一般-数",1
"世紀","後半","名詞-名詞","一般-副詞可能",1
"世紀","最大","名詞-名詞","一般-一般",1
"世紀","初頭","名詞-名詞","一般-副詞可能",1
"世紀","中世","名詞-名詞","一般-一般",1
"世紀","半ば","名詞-名詞","一般-副詞可能",1
"世紀","歴史","名詞-名詞","一般-一般",1
"世相","多角","名詞-名詞","一般-一般",1
"世帯","6","名詞-名詞","一般-数",1
"世帯","6069","名詞-名詞","一般-数",1
"世帯","扱う","名詞-動詞","一般-自立",1
"世帯","一","名詞-名詞","一般-数",1
"世帯","応援","名詞-名詞","一般-サ変接続",1
"世帯","割合","名詞-名詞","一般-一般",1
"世帯","共働き","名詞-名詞","一般-サ変接続",1
"世帯","現状","名詞-名詞","一般-一般",1
"世帯","支援","名詞-名詞","一般-サ変接続",1
"世帯","女性","名詞-名詞","一般-一般",1
"世帯","食事","名詞-名詞","一般-サ変接続",1
"世帯","数","名詞-名詞","一般-一般",1
"世帯","世帯","名詞-名詞","一般-一般",1
"世帯","全額","名詞-名詞","一般-一般",1
"世帯","増加","名詞-名詞","一般-サ変接続",1
"世帯","中心","名詞-名詞","一般-一般",1
"世帯","夫婦","名詞-名詞","一般-一般",1
"世帯","保育","名詞-名詞","一般-サ変接続",1
"世帯","北海道","名詞-名詞","一般-固有名詞",1
"世帯","魅力","名詞-名詞","一般-一般",1
"世代","IT","名詞-名詞","一般-一般",1
"世代","SNS","名詞-名詞","一般-一般",1
"世代","Z","名詞-名詞","一般-固有名詞",1
"世代","する","名詞-動詞","一般-自立",1
"世代","ゆとり","名詞-名詞","一般-一般",1
"世代","ターゲット","名詞-名詞","一般-一般",1
"世代","フォーカス","名詞-名詞","一般-一般",1
"世代","ミレニアル","名詞-名詞","一般-一般",1
"世代","一部","名詞-名詞","一般-副詞可能",1
"世代","恩恵","名詞-名詞","一般-一般",1
"世代","会社","名詞-名詞","一般-一般",1
"世代","皆さん","名詞-名詞","一般-一般",1
"世代","間違い","名詞-名詞","一般-ナイ形容詞語幹",1
"世代","企業","名詞-名詞","一般-一般",1
"世代","厳密","名詞-名詞","一般-形容動詞語幹",1
"世代","言える","名詞-動詞","一般-自立",1
"世代","言葉","名詞-名詞","一般-一般",1
"世代","呼ぶ","名詞-動詞","一般-自立",1
"世代","高齢","名詞-名詞","一般-一般",1
"世代","採用","名詞-名詞","一般-サ変接続",1
"世代","子ども","名詞-名詞","一般-一般",1
"世代","自分","名詞-名詞","一般-一般",1
"世代","終わる","名詞-動詞","一般-自立",1
"世代","初め","名詞-名詞","一般-副詞可能",1
"世代","人","名詞-名詞","一般-一般",1
"世代","増加","名詞-名詞","一般-サ変接続",1
"世代","存在","名詞-名詞","一般-サ変接続",1
"世代","他","名詞-名詞","一般-一般",1
"世代","超える","名詞-動詞","一般-自立",1
"世代","低い","名詞-形容詞","一般-自立",1
"世代","定義","名詞-名詞","一般-サ変接続",1
"世代","都市","名詞-名詞","一般-一般",1
"世代","働く","名詞-動詞","一般-自立",1
"世代","比べる","名詞-動詞","一般-自立",1
"世代","非常","名詞-名詞","一般-形容動詞語幹",1
"世代","併せる","名詞-動詞","一般-自立",1
"世代","方","名詞-名詞","一般-非自立",1
"世代","魅力","名詞-名詞","一般-一般",1
"世代","問う","名詞-動詞","一般-自立",1
"世代","利用","名詞-名詞","一般-サ変接続",1
"世代","論","名詞-名詞","一般-接尾",1
"世論","調査","名詞-名詞","一般-サ変接続",1
"世話","代わり","名詞-名詞","サ変接続-一般",1
"是非","チェック","名詞-名詞","サ変接続-サ変接続",1
"是非","一","名詞-名詞","サ変接続-数",1
"是非","一読","名詞-名詞","サ変接続-サ変接続",1
"是非","今年","名詞-名詞","サ変接続-副詞可能",1
"是非","住まい","名詞-名詞","サ変接続-一般",1
"是非","体験","名詞-名詞","サ変接続-サ変接続",1
"是非","片手","名詞-名詞","サ変接続-一般",1
"是非","問う","名詞-動詞","サ変接続-自立",1
"是非","利用","名詞-名詞","サ変接続-サ変接続",1
"凄い","感じる","形容詞-動詞","自立-自立",1
"凄い","光栄","形容詞-名詞","自立-形容動詞語幹",1
"凄い","高い","形容詞-形容詞","自立-自立",1
"凄い","積極","形容詞-名詞","自立-形容動詞語幹",1
"制","ＷＥＢ","名詞-名詞","接尾-固有名詞",1
"制","プロ","名詞-名詞","接尾-一般",1
"制","銀","名詞-名詞","サ変接続-一般",1
"制","柔軟","名詞-名詞","接尾-形容動詞語幹",1
"制","大学","名詞-名詞","接尾-一般",1
"制","利用","名詞-名詞","接尾-サ変接続",1
"制限","ない","名詞-形容詞","サ変接続-自立",1
"制限","解除","名詞-名詞","サ変接続-サ変接続",1
"制限","設ける","名詞-動詞","サ変接続-自立",1
"制限","電子","名詞-名詞","サ変接続-一般",1
"制御","飛行","名詞-名詞","サ変接続-サ変接続",1
"制作","する","名詞-動詞","サ変接続-自立",1
"制作","できる","名詞-動詞","サ変接続-自立",1
"制作","会社","名詞-名詞","サ変接続-一般",1
"制作","株式会社","名詞-名詞","サ変接続-一般",1
"制作","行政","名詞-名詞","サ変接続-一般",1
"制作","出演","名詞-名詞","サ変接続-サ変接続",1
"制作","打ち込む","名詞-動詞","サ変接続-自立",1
"制定","厳密","名詞-名詞","サ変接続-形容動詞語幹",1
"制定","多子","名詞-名詞","サ変接続-固有名詞",1
"制度","なる","名詞-動詞","一般-自立",1
"制度","フォロー","名詞-名詞","一般-サ変接続",1
"制度","レシピ","名詞-名詞","一般-一般",1
"制度","医師","名詞-名詞","一般-一般",1
"制度","改定","名詞-名詞","一般-サ変接続",1
"制度","拡充","名詞-名詞","一般-サ変接続",1
"制度","活用","名詞-名詞","一般-サ変接続",1
"制度","基づく","名詞-動詞","一般-自立",1
"制度","教育","名詞-名詞","一般-サ変接続",1
"制度","検索","名詞-名詞","一般-サ変接続",1
"制度","向ける","名詞-動詞","一般-自立",1
"制度","今","名詞-名詞","一般-副詞可能",1
"制度","今後","名詞-名詞","一般-副詞可能",1
"制度","採用","名詞-名詞","一般-サ変接続",1
"制度","作る","名詞-動詞","一般-自立",1
"制度","始まる","名詞-動詞","一般-自立",1
"制度","支える","名詞-動詞","一般-自立",1
"制度","施設","名詞-名詞","一般-サ変接続",1
"制度","実態","名詞-名詞","一般-一般",1
"制度","取り組み","名詞-名詞","一般-一般",1
"制度","受ける","名詞-動詞","一般-自立",1
"制度","終了","名詞-名詞","一般-サ変接続",1
"制度","週","名詞-名詞","一般-一般",1
"制度","充実","名詞-名詞","一般-サ変接続",1
"制度","重視","名詞-名詞","一般-サ変接続",1
"制度","重点","名詞-名詞","一般-一般",1
"制度","処理","名詞-名詞","一般-サ変接続",1
"制度","上手","名詞-名詞","一般-形容動詞語幹",1
"制度","上手い","名詞-形容詞","一般-自立",1
"制度","真","名詞-名詞","一般-一般",1
"制度","政策","名詞-名詞","一般-一般",1
"制度","整備","名詞-名詞","一般-サ変接続",1
"制度","知る","名詞-動詞","一般-自立",1
"制度","長時間","名詞-名詞","一般-副詞可能",1
"制度","導入","名詞-名詞","一般-サ変接続",1
"制度","二つ","名詞-名詞","一般-一般",1
"制度","日本","名詞-名詞","一般-固有名詞",1
"制度","疲労","名詞-名詞","一般-サ変接続",1
"制度","面","名詞-名詞","一般-接尾",1
"制度","問題","名詞-名詞","一般-ナイ形容詞語幹",1
"制度","有利","名詞-名詞","一般-形容動詞語幹",1
"制度","用意","名詞-名詞","一般-サ変接続",1
"制度","利用","名詞-名詞","一般-サ変接続",1
"勢い","ある","名詞-動詞","一般-自立",1
"勢い","なる","名詞-動詞","一般-自立",1
"勢い","止まる","名詞-動詞","一般-自立",1
"勢い","私","名詞-名詞","一般-代名詞",1
"勢い","自由","名詞-名詞","一般-形容動詞語幹",1
"性","0","名詞-名詞","接尾-数",1
"性","?","名詞-名詞","接尾-サ変接続",1
"性","AI","名詞-名詞","接尾-一般",1
"性","UP","名詞-名詞","接尾-固有名詞",1
"性","みんな","名詞-名詞","接尾-代名詞",1
"性","よう","名詞-名詞","接尾-非自立",1
"性","コンセプト","名詞-名詞","接尾-一般",1
"性","スキル","名詞-名詞","接尾-一般",1
"性","タンパク","名詞-名詞","接尾-一般",1
"性","一つ","名詞-名詞","接尾-一般",1
"性","一般","名詞-名詞","接尾-一般",1
"性","引き出せる","名詞-動詞","接尾-自立",1
"性","温床","名詞-名詞","接尾-一般",1
"性","塊","名詞-名詞","接尾-一般",1
"性","改善","名詞-名詞","接尾-サ変接続",1
"性","観光","名詞-名詞","接尾-サ変接続",1
"性","間違う","名詞-動詞","接尾-自立",1
"性","企業","名詞-名詞","接尾-一般",1
"性","基づく","名詞-動詞","接尾-自立",1
"性","記事","名詞-名詞","接尾-一般",1
"性","誇る","名詞-動詞","接尾-自立",1
"性","高利","名詞-名詞","接尾-一般",1
"性","殺す","名詞-動詞","接尾-自立",1
"性","指摘","名詞-名詞","接尾-サ変接続",1
"性","視野","名詞-名詞","接尾-一般",1
"性","時代","名詞-名詞","接尾-一般",1
"性","失う","名詞-動詞","接尾-自立",1
"性","紹介","名詞-名詞","接尾-サ変接続",1
"性","上がる","名詞-動詞","接尾-自立",1
"性","上げる","名詞-動詞","接尾-自立",1
"性","数値","名詞-名詞","接尾-一般",1
"性","凄い","名詞-形容詞","接尾-自立",1
"性","生み出す","名詞-動詞","接尾-自立",1
"性","掃除","名詞-名詞","接尾-サ変接続",1
"性","増える","名詞-動詞","接尾-自立",1
"性","促す","名詞-動詞","接尾-自立",1
"性","存在","名詞-名詞","接尾-サ変接続",1
"性","大きい","名詞-形容詞","接尾-自立",1
"性","大切","名詞-名詞","接尾-形容動詞語幹",1
"性","鳥取","名詞-名詞","接尾-固有名詞",1
"性","低い","名詞-形容詞","接尾-自立",1
"性","低下","名詞-名詞","接尾-サ変接続",1
"性","提供","名詞-名詞","接尾-サ変接続",1
"性","土地","名詞-名詞","接尾-一般",1
"性","透明","名詞-名詞","接尾-形容動詞語幹",1
"性","道具","名詞-名詞","接尾-一般",1
"性","任せる","名詞-動詞","接尾-自立",1
"性","認める","名詞-動詞","接尾-自立",1
"性","非常","名詞-名詞","接尾-形容動詞語幹",1
"性","品質","名詞-名詞","接尾-一般",1
"性","変わる","名詞-動詞","接尾-自立",1
"性","保全","名詞-名詞","接尾-サ変接続",1
"性","満ちる","名詞-動詞","接尾-自立",1
"性","優れる","名詞-動詞","接尾-自立",1
"性質","上","名詞-名詞","一般-接尾",1
"性質","労力","名詞-名詞","一般-一般",1
"成し遂げる","いける","動詞-動詞","自立-非自立",1
"成す","これ","動詞-名詞","自立-代名詞",1
"成す","れる","動詞-動詞","自立-接尾",1
"成り行き","2","名詞-名詞","一般-数",1
"成り行き","活動","名詞-名詞","一般-サ変接続",1
"成り立ち","崖","名詞-名詞","一般-一般",1
"成り立ち","砂","名詞-名詞","一般-一般",1
"成り立つ","しれる","動詞-動詞","自立-自立",1
"成り立つ","もの","動詞-名詞","自立-非自立",1
"成り立つ","考える","動詞-動詞","自立-自立",1
"成り立つ","仕事","動詞-名詞","自立-サ変接続",1
"成り立つ","内容","動詞-名詞","自立-一般",1
"成り立つ","必要","動詞-名詞","自立-形容動詞語幹",1
"成る","得る","動詞-動詞","自立-非自立",1
"成果","2","名詞-名詞","一般-数",1
"成果","ある","名詞-動詞","一般-自立",1
"成果","だす","名詞-動詞","一般-自立",1
"成果","基礎","名詞-名詞","一般-一般",1
"成果","求める","名詞-動詞","一般-自立",1
"成果","見える","名詞-動詞","一般-自立",1
"成果","言える","名詞-動詞","一般-自立",1
"成果","主義","名詞-名詞","一般-一般",1
"成果","上がる","名詞-動詞","一般-自立",1
"成果","上げる","名詞-動詞","一般-自立",1
"成果","追求","名詞-名詞","一般-サ変接続",1
"成果","認める","名詞-動詞","一般-自立",1
"成果","変わる","名詞-動詞","一般-自立",1
"成果","報酬","名詞-名詞","一般-一般",1
"成功","ある","名詞-動詞","サ変接続-自立",1
"成功","エコ","名詞-名詞","サ変接続-一般",1
"成功","学ぶ","名詞-動詞","サ変接続-自立",1
"成功","事例","名詞-名詞","サ変接続-一般",1
"成功","振れる","名詞-動詞","サ変接続-自立",1
"成功","導く","名詞-動詞","サ変接続-自立",1
"成人","する","名詞-動詞","サ変接続-自立",1
"成績","アップ","名詞-名詞","一般-サ変接続",1
"成績","伸びる","名詞-動詞","一般-自立",1
"成長","いく","名詞-動詞","サ変接続-自立",1
"成長","つながる","名詞-動詞","サ変接続-自立",1
"成長","なす","名詞-動詞","サ変接続-自立",1
"成長","スピード","名詞-名詞","サ変接続-一般",1
"成長","ホルモン","名詞-名詞","サ変接続-一般",1
"成長","加速","名詞-名詞","サ変接続-サ変接続",1
"成長","期","名詞-名詞","サ変接続-接尾",1
"成長","求める","名詞-動詞","サ変接続-自立",1
"成長","式","名詞-名詞","サ変接続-一般",1
"成長","信用","名詞-名詞","サ変接続-サ変接続",1
"成長","進める","名詞-動詞","サ変接続-自立",1
"成長","戦略","名詞-名詞","サ変接続-一般",1
"成長","中高生","名詞-名詞","サ変接続-一般",1
"成長","転換期","名詞-名詞","サ変接続-一般",1
"成長","不可欠","名詞-名詞","サ変接続-形容動詞語幹",1
"成長","変化","名詞-名詞","サ変接続-サ変接続",1
"成分","1","名詞-名詞","一般-数",1
"成分","献血","名詞-名詞","一般-サ変接続",1
"政","身近","名詞-名詞","一般-形容動詞語幹",1
"政策","2019","名詞-名詞","一般-数",1
"政策","ダイレクト","名詞-名詞","一般-形容動詞語幹",1
"政策","以外","名詞-名詞","一般-非自立",1
"政策","以前","名詞-名詞","一般-副詞可能",1
"政策","求める","名詞-動詞","一般-自立",1
"政策","挙げる","名詞-動詞","一般-自立",1
"政策","研究","名詞-名詞","一般-サ変接続",1
"政策","個別","名詞-名詞","一般-形容動詞語幹",1
"政策","後回し","名詞-名詞","一般-一般",1
"政策","採用","名詞-名詞","一般-サ変接続",1
"政策","子育て","名詞-名詞","一般-サ変接続",1
"政策","持つ","名詞-動詞","一般-自立",1
"政策","奨学","名詞-名詞","一般-一般",1
"政策","制度","名詞-名詞","一般-一般",1
"政策","総合","名詞-名詞","一般-サ変接続",1
"政策","多岐","名詞-名詞","一般-一般",1
"政策","鳥取","名詞-名詞","一般-固有名詞",1
"政策","日本","名詞-名詞","一般-固有名詞",1
"政策","年金","名詞-名詞","一般-一般",1
"政策","立案","名詞-名詞","一般-サ変接続",1
"政策","良い","名詞-形容詞","一般-自立",1
"政策","力","名詞-名詞","一般-一般",1
"政志","さん","名詞-名詞","固有名詞-接尾",1
"政治","そこ","名詞-名詞","一般-代名詞",1
"政府","４月","名詞-名詞","一般-副詞可能",1
"政府","三つ","名詞-名詞","一般-一般",1
"政府","支援","名詞-名詞","一般-サ変接続",1
"政府","支出","名詞-名詞","一般-サ変接続",1
"政府","取り組み","名詞-名詞","一般-一般",1
"政府","政府","名詞-名詞","一般-一般",1
"政府","正式","名詞-名詞","一般-形容動詞語幹",1
"政府","地域","名詞-名詞","一般-一般",1
"政府","鳥取","名詞-名詞","一般-固有名詞",1
"政府","東京","名詞-名詞","一般-固有名詞",1
"政府","発表","名詞-名詞","一般-サ変接続",1
"政令","指定","名詞-名詞","一般-サ変接続",1
"整う","ある","動詞-動詞","自立-自立",1
"整う","上","動詞-名詞","自立-非自立",1
"整える","いく","動詞-動詞","自立-非自立",1
"整える","いる","動詞-動詞","自立-非自立",1
"整える","ため","動詞-名詞","自立-非自立",1
"整える","地域","動詞-名詞","自立-一般",1
"整頓","整頓","名詞-名詞","サ変接続-サ変接続",1
"整備","３月","名詞-名詞","サ変接続-副詞可能",1
"整備","基本","名詞-名詞","サ変接続-一般",1
"整備","治安","名詞-名詞","サ変接続-一般",1
"整備","受け入れ","名詞-名詞","サ変接続-一般",1
"整備","尽力","名詞-名詞","サ変接続-サ変接続",1
"整備","販売","名詞-名詞","サ変接続-サ変接続",1
"整備","費","名詞-名詞","サ変接続-接尾",1
"整備","評価","名詞-名詞","サ変接続-サ変接続",1
"整備","福祉","名詞-名詞","サ変接続-一般",1
"整備","力","名詞-名詞","サ変接続-一般",1
"整理","複数","名詞-名詞","サ変接続-一般",1
"整理","分析","名詞-名詞","サ変接続-サ変接続",1
"星","いつく","名詞-動詞","接尾-自立",1
"星","なる","名詞-動詞","接尾-自立",1
"星野","さん","名詞-名詞","固有名詞-接尾",1
"星野","佳","名詞-名詞","固有名詞-固有名詞",1
"星野リゾート","代表","名詞-名詞","固有名詞-サ変接続",1
"正しい","ルール","形容詞-名詞","自立-一般",1
"正しい","言える","形容詞-動詞","自立-自立",1
"正しい","考える","形容詞-動詞","自立-自立",1
"正しい","使える","形容詞-動詞","自立-自立",1
"正しい","知識","形容詞-名詞","自立-一般",1
"正しい","理解","形容詞-名詞","自立-サ変接続",1
"正確","チェーン","名詞-名詞","形容動詞語幹-一般",1
"正確","理解","名詞-名詞","形容動詞語幹-サ変接続",1
"正紀","代表","名詞-名詞","固有名詞-サ変接続",1
"正規","雇用","名詞-名詞","一般-サ変接続",1
"正義","後継","名詞-名詞","一般-一般",1
"正式","データ","名詞-名詞","形容動詞語幹-一般",1
"正式","政策","名詞-名詞","形容動詞語幹-一般",1
"正式","名称","名詞-名詞","形容動詞語幹-一般",1
"正社員","続ける","名詞-動詞","一般-自立",1
"正樹","先生","名詞-名詞","固有名詞-一般",1
"正真正銘","麺","名詞-名詞","一般-一般",1
"正体","お前","名詞-名詞","一般-代名詞",1
"正体","見える","名詞-動詞","一般-自立",1
"正直","ある","名詞-動詞","形容動詞語幹-自立",1
